id,lat,lng,neighborhood,zip,property_type,parcel_size,zoning,crime_trend,permit_activity,income,population_growth,crime_history,permit_history,population_history,transit_distance,crime_count_nearby,violent_crime_count_nearby,permit_count_nearby,nearest_station,transit_stop_count_nearby,features_crimeTrend,features_permitGrowth,features_transitScore,features_incomeScore,features_populationGrowth,scores_investmentScore,scores_growthScore,scores_riskScore,scores_finalScore,forecast_scores_1y,forecast_scores_3y,forecast_scores_5y,forecast_crime_forecast,forecast_permit_forecast,forecast_population_forecast,current_population,population_growth_1y,population_growth_3y,median_age,pct_age_18_24,pct_age_25_34,pct_age_35_54,pct_age_55_plus,zip_median_household_income,community_median_household_income,community_per_capita_income,household_income_growth_1y,renter_pct,owner_pct,unemployment_rate,hardship_index,poverty_rate,full_address,assessed_value,land_assessed_value,building_assessed_value,assessed_value_year,last_sale_price,last_sale_date,ownership_duration_years,sale_count_known,average_school_rating_nearby,elementary_school_rating_avg,high_school_rating_avg,school_count_nearby,coffee_shop_count_nearby,restaurant_count_nearby,grocery_count_nearby,park_count_nearby,hospital_count_nearby,amenity_density_score,school_poi_count_nearby,hospital_poi_count_nearby,university_poi_count_nearby,office_poi_count_nearby,park_poi_count_nearby,poi_density_score
2595357-20260516,41.8832503522,-87.6545516125,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.6364,0.8077,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 42, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 71, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 32, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 36, ""violent_crime_count"": 2}]","[{""year"": 2022, ""permit_count"": 150}, {""year"": 2023, ""permit_count"": 131}, {""year"": 2024, ""permit_count"": 78}, {""year"": 2025, ""permit_count"": 105}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1734,36,7,47,Madison & Morgan,12,0.125,0.34615384615384615,0.8522243054371911,0.7458333333333333,-0.039779926642214074,82,64,79,74,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 61, 'finalScore': 77}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 31.0, '3y': 19.600000000000364, '5y': 8.200000000000728}","{'1y': 69.0, '3y': 31.400000000001455, '5y': -6.19999999999709}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.0,0.103,0.279,0.222,0.15,119500,117320,49030,0.0307,0.563,0.437,0.057,17,0.147,"1008 W Congress Pkwy, CHICAGO, IL, 60607",416225,167389,248836,2026,222234,2011-07-01T00:00:00.000,15.58,1,3.5,4.09,3.0,10,14,41,5,6,5,0.89,1,4,0,3,6,0.88
4169-20260516,41.9101297869,-87.6348252838,NEAR NORTH SIDE,60610,business_candidate,0,Retail Food Establishment,-0.2632,-0.1724,106277,0.0114,"[{""year"": 2022, ""crime_count"": 39, ""violent_crime_count"": 13}, {""year"": 2023, ""crime_count"": 32, ""violent_crime_count"": 11}, {""year"": 2024, ""crime_count"": 41, ""violent_crime_count"": 9}, {""year"": 2025, ""crime_count"": 40, ""violent_crime_count"": 12}]","[{""year"": 2022, ""permit_count"": 58}, {""year"": 2023, ""permit_count"": 48}, {""year"": 2024, ""permit_count"": 41}, {""year"": 2025, ""permit_count"": 58}]","[{""year"": 2021, ""population"": 42422}, {""year"": 2022, ""population"": 42904}]",0.0636,14,3,24,North Ave & Wells,43,-0.024390243902439025,0.4146341463414634,0.940203083866115,0.6356416666666667,0.011362029135825751,85,75,69,82,"{'investmentScore': 83, 'growthScore': 68, 'riskScore': 72, 'finalScore': 78}","{'investmentScore': 85, 'growthScore': 72, 'riskScore': 76, 'finalScore': 79}","{'investmentScore': 85, 'growthScore': 73, 'riskScore': 81, 'finalScore': 78}","{'1y': 41.0, '3y': 43.40000000000009, '5y': 45.80000000000018}","{'1y': 49.5, '3y': 48.09999999999991, '5y': 46.69999999999982}","{'1y': 43386.0, '3y': 44350.0, '5y': 45314.0}",42904,0.0114,0.0319,34.9,0.088,0.355,0.272,0.174,106277,101606,81155,0.0426,0.705,0.295,0.046,1,0.076,"1606 N Wells St, CHICAGO, IL, 60610",199548,73916,125632,2026,477800,2022-04-01T00:00:00.000,4.33,1,5.3,5.28,5.3,4,12,51,5,4,2,0.93,1,1,0,2,4,0.5
2469387-20260516,41.8892616234,-87.635182056,NEAR NORTH SIDE,60654,business_candidate,0,Retail Food Establishment,0.875,0.0217,138279,0.0739,"[{""year"": 2022, ""crime_count"": 102, ""violent_crime_count"": 23}, {""year"": 2023, ""crime_count"": 132, ""violent_crime_count"": 31}, {""year"": 2024, ""crime_count"": 108, ""violent_crime_count"": 25}, {""year"": 2025, ""crime_count"": 109, ""violent_crime_count"": 17}]","[{""year"": 2022, ""permit_count"": 236}, {""year"": 2023, ""permit_count"": 240}, {""year"": 2024, ""permit_count"": 217}, {""year"": 2025, ""permit_count"": 237}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0673,75,19,94,Wells & Merchandise Mart,41,0.009259259259259259,0.09216589861751152,0.93694368968425,0.902325,0.07392835902831786,91,76,71,84,"{'investmentScore': 91, 'growthScore': 75, 'riskScore': 72, 'finalScore': 83}","{'investmentScore': 91, 'growthScore': 74, 'riskScore': 72, 'finalScore': 83}","{'investmentScore': 91, 'growthScore': 74, 'riskScore': 72, 'finalScore': 83}","{'1y': 112.0, '3y': 111.39999999999998, '5y': 110.79999999999995}","{'1y': 227.5, '3y': 223.5, '5y': 219.5}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,32.4,0.085,0.296,0.245,0.161,138279,124599,74454,-0.0251,0.768,0.232,0.046,1,0.074,"274 W Ohio St, CHICAGO, IL, 60654",295628,93595,202033,2026,480049,2020-08-01T00:00:00.000,6.67,4,4.9,5.71,5.4,5,12,46,6,5,1,0.88,1,2,0,4,5,0.75
2967377-20260516,41.8841734123,-87.6544911083,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.625,1.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 40, ""violent_crime_count"": 8}, {""year"": 2023, ""crime_count"": 74, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 34, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 37, ""violent_crime_count"": 3}]","[{""year"": 2022, ""permit_count"": 146}, {""year"": 2023, ""permit_count"": 129}, {""year"": 2024, ""permit_count"": 77}, {""year"": 2025, ""permit_count"": 109}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2153,39,7,48,Madison & Morgan,12,0.08823529411764706,0.4155844155844156,0.8228420966016621,0.7458333333333333,-0.039779926642214074,82,65,77,75,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 65, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 34.0, '3y': 24.200000000000728, '5y': 14.400000000001455}","{'1y': 74.5, '3y': 41.900000000001455, '5y': 9.30000000000291}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.2,0.118,0.277,0.248,0.151,119500,110075,52363,0.0534,0.64,0.36,0.052,17,0.135,"150 N Racine Ave, CHICAGO, IL, 60607",297452,122523,174929,2026,408690,2020-07-01T00:00:00.000,6.58,4,4.0,3.55,3.6,5,13,38,4,4,5,0.8,2,4,0,1,4,0.69
2609045-20260516,41.8695307152,-87.6564298654,NEAR WEST SIDE,60607,business_candidate,0,Tobacco,-0.3125,3.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 18, ""violent_crime_count"": 7}, {""year"": 2023, ""crime_count"": 20, ""violent_crime_count"": 5}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 9}, {""year"": 2025, ""crime_count"": 27, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 8}, {""year"": 2023, ""permit_count"": 17}, {""year"": 2024, ""permit_count"": 57}, {""year"": 2025, ""permit_count"": 22}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0195,11,1,8,Racine & Taylor,37,0.22727272727272727,-0.6140350877192983,0.9808729769494849,0.7458333333333333,-0.039779926642214074,80,60,86,70,"{'investmentScore': 87, 'growthScore': 73, 'riskScore': 76, 'finalScore': 80}","{'investmentScore': 89, 'growthScore': 78, 'riskScore': 91, 'finalScore': 78}","{'investmentScore': 92, 'growthScore': 86, 'riskScore': 95, 'finalScore': 81}","{'1y': 29.0, '3y': 34.80000000000018, '5y': 40.600000000000364}","{'1y': 46.5, '3y': 62.900000000001455, '5y': 79.30000000000291}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.9,0.136,0.323,0.223,0.144,119500,112043,49681,-0.0127,0.617,0.383,0.058,19,0.126,"1027 W Congress Pkwy, CHICAGO, IL, 60607",319000,155888,163112,2026,198071,2005-11-01T00:00:00.000,21.92,3,3.3,3.94,3.6,5,9,27,2,4,3,0.56,1,3,0,3,4,0.69
3041644-20260516,41.8780256553,-87.6320622863,LOOP,60604,business_candidate,0,Tobacco,-0.0208,0.2126,76667,0.0728,"[{""year"": 2022, ""crime_count"": 86, ""violent_crime_count"": 27}, {""year"": 2023, ""crime_count"": 103, ""violent_crime_count"": 25}, {""year"": 2024, ""crime_count"": 80, ""violent_crime_count"": 16}, {""year"": 2025, ""crime_count"": 96, ""violent_crime_count"": 22}]","[{""year"": 2022, ""permit_count"": 380}, {""year"": 2023, ""permit_count"": 344}, {""year"": 2024, ""permit_count"": 317}, {""year"": 2025, ""permit_count"": 275}]","[{""year"": 2021, ""population"": 687}, {""year"": 2022, ""population"": 737}]",0.0416,47,12,154,Jackson & Financial Place,59,0.2,-0.13249211356466878,0.9600614439324116,0.3888916666666667,0.07278020378457059,81,74,84,75,"{'investmentScore': 81, 'growthScore': 74, 'riskScore': 68, 'finalScore': 80}","{'investmentScore': 80, 'growthScore': 71, 'riskScore': 69, 'finalScore': 78}","{'investmentScore': 79, 'growthScore': 69, 'riskScore': 70, 'finalScore': 77}","{'1y': 93.0, '3y': 94.40000000000009, '5y': 95.80000000000018}","{'1y': 243.5, '3y': 175.10000000000582, '5y': 106.70000000001164}","{'1y': 787.0, '3y': 887.0, '5y': 987.0}",737,0.0728,0.2038,34.7,0.077,0.37,0.239,0.143,76667,75458,86521,-0.0225,0.863,0.137,0.032,1,0.102,"100 W Randolph St, CHICAGO, IL, 60604",268162,117505,150657,2026,167302,2009-02-01T00:00:00.000,17.17,1,4.6,4.8,4.8,11,14,46,2,8,1,0.89,2,1,0,1,8,0.75
2583358-20260516,41.8862821168,-87.6485147797,NEAR WEST SIDE,60607,business_candidate,0,Caterer's Liquor License,0.6667,0.7586,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 41, ""violent_crime_count"": 10}, {""year"": 2023, ""crime_count"": 76, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 29, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 42, ""violent_crime_count"": 5}]","[{""year"": 2022, ""permit_count"": 144}, {""year"": 2023, ""permit_count"": 157}, {""year"": 2024, ""permit_count"": 100}, {""year"": 2025, ""permit_count"": 105}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0652,35,6,51,Halsted & Lake,22,0.4482758620689655,0.05,0.938790837401427,0.7458333333333333,-0.039779926642214074,82,60,95,68,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 36.0, '3y': 27.200000000000728, '5y': 18.400000000001455}","{'1y': 83.0, '3y': 48.19999999999709, '5y': 13.39999999999418}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.5,0.13,0.309,0.235,0.142,119500,110101,49951,0.0189,0.607,0.393,0.065,17,0.138,"756 W Jackson Blvd, CHICAGO, IL, 60607",221167,107064,114103,2026,536172,2013-04-01T00:00:00.000,13.33,3,3.5,3.56,2.7,7,14,37,4,6,5,0.82,1,3,0,3,6,0.81
2967381-20260516,41.8844286593,-87.6525149715,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.5217,0.75,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 41, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 74, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 28, ""violent_crime_count"": 2}, {""year"": 2025, ""crime_count"": 34, ""violent_crime_count"": 2}]","[{""year"": 2022, ""permit_count"": 151}, {""year"": 2023, ""permit_count"": 142}, {""year"": 2024, ""permit_count"": 79}, {""year"": 2025, ""permit_count"": 106}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1872,35,5,49,Madison & Morgan,12,0.21428571428571427,0.34177215189873417,0.8423180592991913,0.7458333333333333,-0.039779926642214074,82,64,86,72,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 27.5, '3y': 14.100000000000364, '5y': 0.7000000000007276}","{'1y': 70.0, '3y': 30.400000000001455, '5y': -9.19999999999709}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.2,0.107,0.276,0.217,0.157,119500,128015,46056,0.0005,0.591,0.409,0.061,18,0.127,"159 N Halsted St, CHICAGO, IL, 60607",263490,95483,168007,2026,485193,2017-04-01T00:00:00.000,9.33,2,3.3,4.18,3.2,7,10,31,5,6,5,0.71,1,2,0,4,6,0.81
2977164-20260516,41.9019055542,-87.6284930761,NEAR NORTH SIDE,60610,business_candidate,0,Limited Business License,0.0278,0.0,106277,0.0114,"[{""year"": 2022, ""crime_count"": 73, ""violent_crime_count"": 11}, {""year"": 2023, ""crime_count"": 56, ""violent_crime_count"": 15}, {""year"": 2024, ""crime_count"": 73, ""violent_crime_count"": 18}, {""year"": 2025, ""crime_count"": 62, ""violent_crime_count"": 17}]","[{""year"": 2022, ""permit_count"": 126}, {""year"": 2023, ""permit_count"": 126}, {""year"": 2024, ""permit_count"": 175}, {""year"": 2025, ""permit_count"": 130}]","[{""year"": 2021, ""population"": 42422}, {""year"": 2022, ""population"": 42904}]",0.0064,37,9,53,State & Maple,46,-0.1506849315068493,-0.2571428571428571,0.9936406995230525,0.6356416666666667,0.011362029135825751,83,66,60,81,"{'investmentScore': 85, 'growthScore': 72, 'riskScore': 70, 'finalScore': 81}","{'investmentScore': 87, 'growthScore': 77, 'riskScore': 67, 'finalScore': 84}","{'investmentScore': 88, 'growthScore': 80, 'riskScore': 63, 'finalScore': 86}","{'1y': 62.0, '3y': 58.80000000000018, '5y': 55.600000000000364}","{'1y': 154.5, '3y': 166.70000000000073, '5y': 178.90000000000146}","{'1y': 43386.0, '3y': 44350.0, '5y': 45314.0}",42904,0.0114,0.0319,33.2,0.086,0.297,0.267,0.167,106277,101249,80583,0.0525,0.763,0.237,0.042,1,0.09,"100 E Chestnut St, CHICAGO, IL, 60610",244208,84964,159244,2026,223755,2005-02-01T00:00:00.000,21.17,2,5.1,5.17,4.3,10,12,36,7,4,3,0.78,2,1,1,2,4,0.62
2967379-20260516,41.8966120637,-87.6248722312,NEAR NORTH SIDE,60611,business_candidate,0,Limited Business License,0.1,0.2879,126812,0.0198,"[{""year"": 2022, ""crime_count"": 146, ""violent_crime_count"": 20}, {""year"": 2023, ""crime_count"": 114, ""violent_crime_count"": 32}, {""year"": 2024, ""crime_count"": 117, ""violent_crime_count"": 29}, {""year"": 2025, ""crime_count"": 80, ""violent_crime_count"": 14}]","[{""year"": 2022, ""permit_count"": 217}, {""year"": 2023, ""permit_count"": 258}, {""year"": 2024, ""permit_count"": 252}, {""year"": 2025, ""permit_count"": 218}]","[{""year"": 2021, ""population"": 34562}, {""year"": 2022, ""population"": 35247}]",0.0234,55,14,85,Chicago & Michigan,55,-0.3162393162393162,-0.1349206349206349,0.9771350400625366,0.8067666666666666,0.019819454892656675,87,70,60,84,"{'investmentScore': 88, 'growthScore': 72, 'riskScore': 60, 'finalScore': 85}","{'investmentScore': 90, 'growthScore': 76, 'riskScore': 60, 'finalScore': 87}","{'investmentScore': 90, 'growthScore': 76, 'riskScore': 60, 'finalScore': 87}","{'1y': 65.5, '3y': 26.5, '5y': -12.5}","{'1y': 235.5, '3y': 234.89999999999998, '5y': 234.29999999999995}","{'1y': 35932.0, '3y': 37302.0, '5y': 38672.0}",35247,0.0198,0.0554,36.1,0.077,0.313,0.241,0.195,126812,120974,72214,0.0483,0.766,0.234,0.043,1,0.087,"882 N State St, CHICAGO, IL, 60611",417758,161513,256245,2026,224419,2015-10-01T00:00:00.000,11.83,3,4.7,4.98,4.4,10,22,51,5,6,3,1.0,1,1,0,3,6,0.69
1494384-20260516,41.8851605193,-87.6487732237,NEAR WEST SIDE,60607,business_candidate,0,Wholesale Food Establishment,0.6818,0.6452,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 46, ""violent_crime_count"": 11}, {""year"": 2023, ""crime_count"": 77, ""violent_crime_count"": 11}, {""year"": 2024, ""crime_count"": 27, ""violent_crime_count"": 2}, {""year"": 2025, ""crime_count"": 44, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 153}, {""year"": 2023, ""permit_count"": 160}, {""year"": 2024, ""permit_count"": 103}, {""year"": 2025, ""permit_count"": 105}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0684,37,6,51,Halsted & Lake,20,0.6296296296296297,0.019417475728155338,0.9359790340696368,0.7458333333333333,-0.039779926642214074,81,60,95,68,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 34.5, '3y': 23.299999999999272, '5y': 12.099999999998545}","{'1y': 80.0, '3y': 39.80000000000291, '5y': -0.39999999999417923}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.4,0.114,0.27,0.256,0.158,119500,120199,49901,0.0432,0.651,0.349,0.059,17,0.126,"276 N Morgan St, CHICAGO, IL, 60607",369498,128322,241176,2026,206352,2019-05-01T00:00:00.000,7.42,4,3.9,3.97,3.8,7,9,32,4,7,3,0.69,2,3,0,2,7,0.88
2535956-20260516,41.877975138,-87.638422171,NEAR WEST SIDE,60606,business_candidate,0,Limited Business License,-0.0455,0.1545,133333,0.0652,"[{""year"": 2022, ""crime_count"": 50, ""violent_crime_count"": 8}, {""year"": 2023, ""crime_count"": 39, ""violent_crime_count"": 14}, {""year"": 2024, ""crime_count"": 28, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 47, ""violent_crime_count"": 9}]","[{""year"": 2022, ""permit_count"": 330}, {""year"": 2023, ""permit_count"": 303}, {""year"": 2024, ""permit_count"": 275}, {""year"": 2025, ""permit_count"": 252}]","[{""year"": 2021, ""population"": 3298}, {""year"": 2022, ""population"": 3513}]",0.0697,21,4,127,Jackson & Canal,42,0.6785714285714286,-0.08363636363636363,0.9348415443582312,0.8611083333333334,0.06519102486355367,90,74,95,76,"{'investmentScore': 90, 'growthScore': 74, 'riskScore': 60, 'finalScore': 86}","{'investmentScore': 89, 'growthScore': 71, 'riskScore': 60, 'finalScore': 85}","{'investmentScore': 88, 'growthScore': 69, 'riskScore': 60, 'finalScore': 84}","{'1y': 36.0, '3y': 32.0, '5y': 28.0}","{'1y': 224.5, '3y': 172.09999999999854, '5y': 119.69999999999709}","{'1y': 3728.0, '3y': 4158.0, '5y': 4588.0}",3513,0.0652,0.1826,31.3,0.113,0.278,0.22,0.14,133333,126453,48510,0.0016,0.57,0.43,0.058,17,0.133,"346 W Roosevelt Rd, CHICAGO, IL, 60606",428159,186112,242047,2026,270719,2006-08-01T00:00:00.000,20.67,4,3.7,4.31,3.2,6,10,24,4,4,3,0.56,1,3,0,3,4,0.69
1742665-20260516,41.871889044,-87.6416536608,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,-0.25,0.4167,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 34, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 17, ""violent_crime_count"": 2}, {""year"": 2024, ""crime_count"": 26, ""violent_crime_count"": 7}, {""year"": 2025, ""crime_count"": 36, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 61}, {""year"": 2023, ""permit_count"": 60}, {""year"": 2024, ""permit_count"": 47}, {""year"": 2025, ""permit_count"": 42}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1249,9,1,17,Canal & Polk,22,0.38461538461538464,-0.10638297872340426,0.8889679082585119,0.7458333333333333,-0.039779926642214074,80,60,95,68,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 63, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 69, 'finalScore': 74}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 74, 'finalScore': 72}","{'1y': 32.0, '3y': 35.0, '5y': 38.0}","{'1y': 35.0, '3y': 21.0, '5y': 7.0}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,30.9,0.137,0.333,0.256,0.164,119500,110104,51707,-0.0201,0.658,0.342,0.059,19,0.119,"565 S Halsted St, CHICAGO, IL, 60607",374909,158432,216477,2026,252670,2012-09-01T00:00:00.000,14.75,2,3.8,3.71,3.5,6,10,23,2,7,4,0.57,2,2,0,4,7,0.94
1931981-20260516,41.8767392416,-87.6500362229,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.1818,-0.0625,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 39, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 33, ""violent_crime_count"": 7}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 31, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 49}, {""year"": 2023, ""permit_count"": 40}, {""year"": 2024, ""permit_count"": 54}, {""year"": 2025, ""permit_count"": 42}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0329,13,0,15,Van Buren & Peoria,23,0.4090909090909091,-0.2222222222222222,0.9681479330041631,0.7458333333333333,-0.039779926642214074,81,60,95,68,"{'investmentScore': 82, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'1y': 22.5, '3y': 15.5, '5y': 8.5}","{'1y': 44.5, '3y': 43.09999999999991, '5y': 41.69999999999982}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.6,0.104,0.317,0.246,0.168,119500,109421,47198,-0.0395,0.655,0.345,0.057,18,0.137,"813 W Adams St, CHICAGO, IL, 60607",398963,105019,293944,2026,278339,2014-06-01T00:00:00.000,12.5,4,3.8,3.7,2.9,7,12,33,4,6,3,0.72,2,2,0,1,6,0.69
2589115-20260516,41.8805954605,-87.6477748224,NEAR WEST SIDE,60607,business_candidate,0,Regulated Business License,0.3125,0.2222,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 54, ""violent_crime_count"": 11}, {""year"": 2023, ""crime_count"": 64, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 35, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 41, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 174}, {""year"": 2023, ""permit_count"": 160}, {""year"": 2024, ""permit_count"": 118}, {""year"": 2025, ""permit_count"": 107}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0703,21,2,55,Halsted & Madison,32,0.17142857142857143,-0.09322033898305085,0.934317481080071,0.7458333333333333,-0.039779926642214074,81,60,82,72,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 31.5, '3y': 17.899999999999636, '5y': 4.299999999999272}","{'1y': 79.0, '3y': 30.400000000001455, '5y': -18.19999999999709}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.9,0.113,0.304,0.261,0.142,119500,108010,47503,0.0512,0.561,0.439,0.052,18,0.119,"723 W Madison St, CHICAGO, IL, 60607",263022,83414,179608,2026,262708,2010-03-01T00:00:00.000,16.25,4,3.7,3.6,3.3,4,9,39,3,4,3,0.72,1,5,0,4,4,0.88
10845-20260516,41.8790115526,-87.6531288666,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.6154,0.6923,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 43, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 41, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 32, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 97}, {""year"": 2023, ""permit_count"": 68}, {""year"": 2024, ""permit_count"": 49}, {""year"": 2025, ""permit_count"": 58}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1111,21,4,22,Jackson & Morgan,23,0.45454545454545453,0.1836734693877551,0.900009000090001,0.7458333333333333,-0.039779926642214074,82,62,95,69,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 21.5, '3y': 11.100000000000364, '5y': 0.7000000000007276}","{'1y': 34.0, '3y': 6.799999999999272, '5y': -20.400000000001455}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.4,0.102,0.328,0.227,0.167,119500,133424,48245,-0.0011,0.612,0.388,0.062,18,0.129,"144 S Green St, CHICAGO, IL, 60607",296632,79719,216913,2026,365168,2018-09-01T00:00:00.000,8.75,2,3.3,4.01,2.8,5,8,35,5,5,2,0.69,1,4,0,3,5,0.81
